,host_total_listings_count,room_type_1,room_type_2,room_type_3,room_type_4,room_type_-1,accommodates,bathrooms,bedrooms,bed_type_1,bed_type_2,bed_type_3,bed_type_4,price,guests_included,minimum_nights,maximum_nights,availability_365,number_of_reviews
8252,144.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,122,4,2,1125,345,20
901,1.0,1,0,0,0,0,7,2.0,2.0,1,0,0,0,350,1,6,1125,25,0
6632,4.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,225,1,2,1125,227,73
6288,3.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,105,1,2,30,161,20
7533,17.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,254,1,2,366,119,7
5488,2.0,1,0,0,0,0,14,5.0,5.0,1,0,0,0,376,1,2,30,316,2
2989,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,300,1,2,1125,103,5
1206,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,125,2,31,1125,328,2
4611,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,35,1,1,14,109,7
4089,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,39,1,1,100,13,164
2645,1.0,1,0,0,0,0,4,3.0,2.0,1,0,0,0,250,4,1,1125,238,12
7424,12.0,0,0,1,0,0,16,11.0,15.0,1,0,0,0,2893,16,2,365,245,0
671,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,49,1,2,1125,0,9
4167,1.0,0,0,0,1,0,2,1.0,1.0,0,0,1,0,100,1,1,1125,0,0
310,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,300,1,2,21,0,7
2461,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,350,1,2,30,364,30
4046,1.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,250,8,3,1125,157,31
7120,8.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,100,2,2,1125,312,110
4289,1.0,1,0,0,0,0,1,1.0,1.0,1,0,0,0,206,1,1,1125,88,3
5273,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,77,1,31,180,225,124
7515,17.0,1,0,0,0,0,12,5.0,5.0,1,0,0,0,687,12,2,28,328,1
6750,5.0,1,0,0,0,0,16,6.0,6.0,1,0,0,0,845,6,2,30,293,30
8129,79.0,0,1,0,0,0,1,1.0,1.0,1,0,0,0,23,1,29,1125,269,3
5837,3.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,50,1,30,1125,340,25
6834,5.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,30,100,107,36
8605,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,173,1,2,1125,258,3
4629,2.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,50,1,1,1125,0,0
5075,2.0,1,0,0,0,0,11,4.0,3.0,1,0,0,0,400,11,2,1125,306,9
6924,6.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,225,4,2,1125,144,66
1950,1.0,1,0,0,0,0,10,2.0,3.0,1,0,0,0,650,1,3,20,363,0
223,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,89,1,2,1125,0,1
6054,3.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,325,1,2,1125,340,8
2222,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,99,2,2,10,177,178
1131,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,274,1,31,31,365,0
7977,51.0,0,0,1,0,0,16,2.0,2.0,1,0,0,0,489,16,1,1125,355,3
1293,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,300,2,2,1125,2,12
4121,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,215,1,1,1125,0,0
3361,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,299,1,2,9,365,0
3756,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,190,1,30,1125,0,14
318,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,120,6,2,30,42,35
3296,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,99,2,1,60,229,190
7970,51.0,0,0,1,0,0,16,4.0,6.0,1,0,0,0,989,16,1,1125,344,1
3248,1.0,1,0,0,0,0,3,2.0,2.0,1,0,0,0,200,4,2,7,87,0
1225,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,57,1,1,1125,348,74
7286,10.0,1,0,0,0,0,12,2.0,3.0,1,0,0,0,499,8,2,1125,335,91
3134,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,60,1,2,1125,263,20
4941,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,77,4,1,60,0,126
2708,1.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,729,6,2,1125,165,18
2799,1.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,250,1,2,1125,0,2
2089,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,90,1,1,1125,0,1
5891,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,39,2,1,1125,18,17
4509,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,120,2,2,30,41,105
2751,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,75,1,2,1124,0,3
7530,17.0,1,0,0,0,0,11,0.0,0.0,1,0,0,0,19,1,1,1125,347,131
5772,2.0,1,0,0,0,0,6,1.0,1.0,1,0,0,0,54,3,1,1125,0,13
6680,4.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,115,2,30,365,303,34
8532,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,65,2,1,1125,337,0
2523,1.0,1,0,0,0,0,10,2.0,3.0,1,0,0,0,295,1,2,100,348,50
6945,6.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,22,1,31,1125,292,3
4430,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,149,1,2,1125,0,1
5839,3.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,175,6,1,60,283,391
2676,1.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,250,1,1,12,0,0
8347,147.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,113,6,2,1125,262,12
6860,5.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,107,1,30,1125,319,1
4714,2.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,250,10,1,365,316,2
7911,44.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,300,6,1,365,249,117
8443,405.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,979,1,2,1125,335,1
658,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,39,1,1,7,0,0
1497,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,250,1,2,14,0,6
1912,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,49,1,1,5,82,13
629,1.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,191,10,1,120,83,81
4784,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,449,4,3,1125,38,1
3324,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,50,1,1,10,45,1
4352,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,700,1,1,1125,0,0
8190,144.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,117,2,2,1125,342,1
5168,2.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,99,2,1,1125,149,157
258,1.0,1,0,0,0,0,4,3.0,2.0,1,0,0,0,175,1,3,90,74,60
3370,1.0,1,0,0,0,0,14,5.0,5.0,1,0,0,0,357,4,30,1125,365,11
1200,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,150,1,3,15,22,17
3348,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,175,1,2,1125,0,1
2058,1.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,100,1,1,1125,0,1
7119,8.0,1,0,0,0,0,10,2.0,2.0,1,0,0,0,175,4,2,7,305,31
8060,77.0,1,0,0,0,0,11,3.0,4.0,1,0,0,0,1110,11,2,365,324,36
163,1.0,1,0,0,0,0,8,2.0,4.0,1,0,0,0,425,8,5,7,0,8
8253,144.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,103,4,2,1125,340,12
5698,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,90,1,2,19,0,2
6435,4.0,0,0,1,0,0,4,1.0,1.0,1,0,0,0,145,4,1,1125,107,3
494,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,85,2,2,90,0,119
7819,34.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,82,4,1,365,161,64
8764,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,250,1,2,1125,12,0
483,1.0,1,0,0,0,0,2,2.0,1.0,1,0,0,0,250,1,30,365,363,0
3810,1.0,1,0,0,0,0,1,1.0,1.0,1,0,0,0,195,1,1,1125,0,1
6189,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,65,2,2,30,314,12
6876,5.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,2,1,1125,0,0
773,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,201,1,1,1125,0,3
2370,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,150,1,2,1125,291,65
5570,2.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,100,4,2,1125,354,36
923,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,600,1,4,14,365,0
2592,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,150,2,1,1125,179,20
6933,6.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,95,1,2,14,365,0
1449,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,112,1,3,9,0,31
2736,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,114,4,3,1125,70,86
42,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,110,1,2,1125,76,117
5906,3.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,55,1,30,1124,236,4
4902,2.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,250,6,3,1125,0,0
3632,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,89,1,1,1125,0,2
7201,9.0,0,0,0,1,0,1,2.0,1.0,1,0,0,0,49,2,30,1125,239,3
5654,2.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,525,8,4,7,28,9
298,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,125,1,1,1125,0,9
2426,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,270,1,5,7,0,0
4862,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,99,2,2,20,152,38
438,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,400,1,3,1125,0,4
4005,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,899,5,3,7,365,1
7075,7.0,1,0,0,0,0,16,2.0,3.0,1,0,0,0,449,4,1,1125,60,0
93,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,89,1,3,1125,0,2
6426,4.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,112,2,30,1125,308,4
1954,1.0,1,0,0,0,0,2,1.0,2.0,1,0,0,0,130,2,2,4,86,2
6983,6.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,115,3,2,1124,0,236
4116,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,600,1,3,33,180,2
4769,2.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,70,1,3,30,110,14
562,1.0,1,0,0,0,0,11,3.0,3.0,1,0,0,0,269,10,2,100,174,101
7792,34.0,1,0,0,0,0,16,2.0,3.0,1,0,0,0,99,1,2,1125,333,1
3578,1.0,1,0,0,0,0,7,1.0,3.0,1,0,0,0,1000,1,1,7,365,3
4730,2.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,165,2,4,14,22,9
1683,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,40,1,1,1125,153,0
1976,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,550,2,4,15,365,0
8738,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,125,1,2,1125,74,0
2643,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,679,1,5,90,0,3
7377,12.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,48,1,14,120,74,1
530,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,220,1,2,1125,0,0
2700,1.0,1,0,0,0,0,6,1.0,3.0,1,0,0,0,392,6,2,120,256,90
6622,4.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,135,2,2,1125,66,44
5671,2.0,1,0,0,0,0,9,1.0,3.0,1,0,0,0,89,4,1,365,79,54
4773,2.0,1,0,0,0,0,4,3.0,2.0,1,0,0,0,700,1,1,1125,89,0
1572,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,350,1,3,1125,363,0
7352,11.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,99,2,2,90,51,203
2465,1.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,210,6,2,11,0,1
1701,1.0,1,0,0,0,0,8,2.0,4.0,1,0,0,0,500,1,2,7,32,4
4030,1.0,1,0,0,0,0,5,1.0,1.0,1,0,0,0,250,1,1,1125,0,1
4966,2.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,200,3,2,1125,22,20
4794,2.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,325,4,3,365,0,68
8733,1.0,0,1,0,0,0,4,2.0,1.0,1,0,0,0,139,2,1,5,180,1
122,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,85,1,1,1125,0,1
7313,10.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,129,1,30,365,211,23
7737,32.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,99,3,30,360,304,1
4591,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,39,2,1,35,85,86
3124,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,275,1,3,1125,0,0
1522,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,450,1,1,1125,0,0
4556,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,115,1,1,1125,321,122
6992,6.0,1,0,0,0,0,15,3.0,6.0,1,0,0,0,699,4,3,365,155,15
6878,5.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,1125,8,122
3191,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,110,2,1,90,172,215
7355,11.0,1,0,0,0,0,9,2.0,4.0,1,0,0,0,118,2,2,45,151,17
3548,1.0,1,0,0,0,0,9,2.0,2.0,1,0,0,0,200,1,2,1125,67,0
1271,1.0,1,0,0,0,0,11,2.0,4.0,1,0,0,0,250,4,2,14,178,9
1348,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,100,1,1,1125,0,0
31,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,97,2,1,1125,149,27
5576,2.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,69,1,30,1125,61,8
1036,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,119,1,2,1125,135,19
730,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,135,2,30,365,170,3
7324,11.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,268,4,2,60,270,2
3852,1.0,1,0,0,0,0,6,4.0,3.0,1,0,0,0,700,1,1,1125,0,0
6325,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,1,31,239,191
4272,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,150,1,1,1125,0,0
4476,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,250,1,3,1125,0,0
5031,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,55,1,30,90,59,66
1996,1.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,153,4,2,1125,69,3
2779,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,225,1,2,4,70,3
5260,2.0,1,0,0,0,0,12,2.0,2.0,1,0,0,0,240,8,2,999,316,40
4124,1.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,130,1,4,1125,45,9
1662,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,85,1,1,30,55,71
1558,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,275,1,1,1125,0,1
412,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,75,1,1,1125,0,12
650,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,150,4,1,1125,77,0
6162,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,95,1,2,10,261,2
6020,3.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,150,6,2,1125,0,1
1056,1.0,0,1,0,0,0,2,1.0,1.0,1,0,0,0,27,2,1,10,0,7
148,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,70,1,2,1125,0,1
6423,4.0,1,0,0,0,0,8,1.0,3.0,1,0,0,0,1000,1,1,1125,18,3
4347,1.0,0,0,0,1,0,1,1.0,0.0,1,0,0,0,49,1,3,10,179,0
3908,1.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,60,1,1,5,0,13
3423,1.0,0,1,0,0,0,1,0.0,1.0,0,0,0,0,182,1,1,1125,0,0
6375,3.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,299,4,3,14,325,7
8606,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,70,1,2,30,60,10
524,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,125,1,1,7,87,0
2096,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,500,1,2,30,62,75
8721,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,65,1,1,1125,95,0
40,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,150,1,1,1125,140,109
3338,1.0,1,0,0,0,0,5,3.0,3.0,1,0,0,0,116,1,30,1125,339,0
8610,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,65,2,1,1125,42,0
6344,3.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,375,6,3,60,340,37
4415,1.0,0,0,0,1,0,3,1.0,1.0,1,0,0,0,185,1,2,7,89,0
4050,1.0,1,0,0,0,0,8,2.0,4.0,1,0,0,0,400,7,2,1125,0,1
4014,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,81,4,2,1125,73,0
5394,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,150,1,2,6,0,1
5241,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,99,2,2,1125,79,2
5126,2.0,0,0,0,1,0,6,1.0,1.0,1,0,0,0,88,1,1,3,343,2
3762,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,200,1,1,1125,0,0
3896,1.0,0,0,0,1,0,2,1.0,1.0,0,1,0,0,41,1,1,1125,20,116
1931,1.0,1,0,0,0,0,4,1.0,2.0,1,0,0,0,800,1,1,1125,0,0
2136,1.0,0,0,0,1,0,2,2.0,1.0,1,0,0,0,70,1,1,7,0,3
7590,19.0,1,0,0,0,0,10,4.0,5.0,1,0,0,0,256,10,2,1125,17,0
8446,405.0,1,0,0,0,0,4,1.0,0.0,1,0,0,0,190,1,2,1125,92,2
5175,2.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,70,1,2,1125,126,21
7117,7.0,1,0,0,0,0,10,4.0,5.0,1,0,0,0,654,8,3,15,171,12
1687,1.0,1,0,0,0,0,8,3.0,3.0,1,0,0,0,795,8,3,14,13,5
3549,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,50,4,30,1125,307,0
5439,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,52,2,5,15,0,0
7167,8.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,135,2,2,31,343,42
4,1.0,1,0,0,0,0,6,4.0,3.0,1,0,0,0,499,1,2,7,0,0
6570,4.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,120,2,2,14,164,16
2447,1.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,150,1,2,1125,86,43
6630,4.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,79,2,2,365,261,74
3320,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,38,1,2,1125,0,19
1258,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,120,1,2,1125,337,14
1753,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,175,1,1,1125,0,0
6471,4.0,1,0,0,0,0,6,3.0,3.0,1,0,0,0,250,6,2,1125,313,168
8480,653.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,189,1,2,7,31,5
4140,1.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,151,1,2,1125,163,55
2910,1.0,0,0,0,1,0,10,2.0,3.0,1,0,0,0,65,8,2,27,46,26
7165,8.0,0,1,0,0,0,1,1.0,1.0,1,0,0,0,69,1,1,4,82,0
7395,12.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,44,2,1,1125,44,1
7579,19.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,45,1,30,1125,330,10
4427,1.0,1,0,0,0,0,5,2.0,3.0,1,0,0,0,475,1,3,1125,0,0
159,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,29,2,1,31,9,101
8356,147.0,1,0,0,0,0,6,1.0,3.0,1,0,0,0,251,6,2,1125,358,0
7348,11.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,119,2,30,365,307,10
3884,1.0,1,0,0,0,0,2,1.0,0.0,1,0,0,0,130,1,7,60,0,3
7983,54.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,111,1,3,14,33,1
2353,1.0,0,0,0,1,0,4,2.0,1.0,1,0,0,0,65,1,1,5,0,1
7788,34.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,435,4,1,365,144,95
3224,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,180,2,3,5,0,4
329,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,125,1,1,1125,0,0
6360,3.0,1,0,0,0,0,6,2.0,3.0,1,0,0,0,150,1,3,1125,313,41
8515,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,80,2,1,1125,149,0
950,1.0,1,0,0,0,0,5,2.0,4.0,1,0,0,0,400,1,1,1125,0,0
1786,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,95,1,1,1125,0,1
4631,2.0,0,1,0,0,0,2,1.0,1.0,0,0,0,0,40,1,1,1125,0,3
2122,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,850,1,1,1125,0,0
7332,11.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,89,2,2,93,51,151
4960,2.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,79,2,2,14,146,58
3728,1.0,0,0,0,1,0,6,1.0,2.0,1,0,0,0,200,7,31,365,365,96
8437,405.0,1,0,0,0,0,7,2.0,3.0,1,0,0,0,460,1,3,1125,343,1
2835,1.0,0,0,0,1,0,3,1.0,1.0,1,0,0,0,50,2,1,1125,0,4
6024,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,65,2,2,90,0,28
2525,1.0,1,0,0,0,0,4,2.0,2.0,1,0,0,0,90,4,2,25,0,36
7839,36.0,1,0,0,0,0,10,2.0,3.0,1,0,0,0,95,1,1,29,0,40
4554,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,85,1,2,91,62,0
996,1.0,1,0,0,0,0,2,1.0,1.0,0,1,0,0,80,1,1,1125,0,0
5974,3.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,45,4,1,1125,299,22
3556,1.0,1,0,0,0,0,5,1.0,2.0,1,0,0,0,245,1,2,15,179,11
6930,6.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,129,2,2,1121,44,304
5864,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,320,2,1,15,12,3
3044,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,70,1,7,1125,0,1
4842,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,30,1,2,10,0,28
1222,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,49,1,2,1125,171,2
2832,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,200,1,30,365,197,12
6315,3.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,30,1,3,1125,327,69
4751,2.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,82,1,2,7,333,38
1332,1.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,129,2,30,300,123,53
6205,3.0,1,0,0,0,0,3,1.0,1.0,1,0,0,0,250,1,2,30,0,4
4328,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,40,1,3,31,0,2
5250,2.0,1,0,0,0,0,6,2.0,2.0,1,0,0,0,100,4,1,1125,0,17
8533,1.0,0,0,0,1,0,1,1.0,1.0,1,0,0,0,40,1,1,5,178,1
8734,1.0,1,0,0,0,0,10,3.0,4.0,1,0,0,0,450,10,5,7,179,0
5263,2.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,470,1,3,21,307,86
1240,1.0,1,0,0,0,0,3,1.0,0.0,1,0,0,0,49,1,1,10,49,28
1718,1.0,1,0,0,0,0,12,3.0,4.0,1,0,0,0,599,1,2,31,323,1
8449,405.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,950,1,2,1125,332,11
805,1.0,0,0,0,1,0,2,1.0,2.0,1,0,0,0,130,1,1,4,0,0
7513,17.0,1,0,0,0,0,12,6.0,6.0,1,0,0,0,1126,12,2,28,65,1
6328,3.0,1,0,0,0,0,8,3.0,4.0,1,0,0,0,975,1,2,10,156,2
2323,1.0,1,0,0,0,0,5,1.0,1.0,1,0,0,0,100,1,1,5,0,1
5283,2.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,31,1,2,17,0,29
5491,2.0,1,0,0,0,0,6,1.0,3.0,1,0,0,0,500,1,1,1125,0,0
1099,1.0,1,0,0,0,0,4,3.0,3.0,1,0,0,0,908,4,3,1125,0,5
8338,147.0,1,0,0,0,0,10,3.0,5.0,1,0,0,0,327,10,2,1125,336,0
5872,3.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,200,1,1,1125,362,5
3010,1.0,0,0,0,1,0,4,1.0,1.0,1,0,0,0,55,2,5,1125,0,1
3434,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,89,2,2,1125,41,3
7433,13.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,150,1,2,90,68,12
195,1.0,0,0,0,1,0,3,1.0,1.0,1,0,0,0,175,3,1,1125,365,0
7630,22.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,27,1,1,1125,135,5
4195,1.0,1,0,0,0,0,4,1.0,1.0,1,0,0,0,115,2,2,30,69,51
3705,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,34,1,1,1125,0,7
2354,1.0,0,0,0,1,0,2,1.0,1.0,1,0,0,0,95,1,1,1125,0,3
4084,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,80,1,2,3,57,38
7808,34.0,1,0,0,0,0,8,2.0,3.0,1,0,0,0,544,4,1,365,150,102
2786,1.0,1,0,0,0,0,2,1.0,1.0,1,0,0,0,70,1,3,1125,15,4
5399,2.0,1,0,0,0,0,5,2.0,1.0,1,0,0,0,64,2,30,92,334,76
1573,1.0,1,0,0,0,0,6,1.0,2.0,1,0,0,0,150,4,2,1125,162,49
7180,8.0,1,0,0,0,0,5,2.0,2.0,1,0,0,0,270,5,2,30,156,46
